,Source Account,Date,Structured Timestamp,Tweets Ago,Tweet Text,Tweet Category,Compound,Positive,Neutral,Negative
375,Fox,Wed Aug 01 17:29:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=29, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",76,".@GOPChairwoman: ""@BarackObama didn't get anything done for 8 years that helped average working class families.""… https://t.co/RsgnohwF46",Other,0.0,0.0,1.0,0.0
376,Fox,Wed Aug 01 17:28:19 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=28, tm_sec=19, tm_wday=2, tm_yday=213, tm_isdst=-1)",77,".@GOPChairwoman on the Democratic Party: ""It's a divided party now. They're going further and further left.""… https://t.co/TQdKewi5IU",Other,0.6597,0.278,0.722,0.0
377,Fox,Wed Aug 01 17:27:26 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=27, tm_sec=26, tm_wday=2, tm_yday=213, tm_isdst=-1)",78,".@GOPChairwoman: ""We look at 2016 and we recognize it was a repudiation of @BarackObama... I don't think a lot of c… https://t.co/IFHiiIW1bH",Other,0.0,0.0,1.0,0.0
378,Fox,Wed Aug 01 17:26:41 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=26, tm_sec=41, tm_wday=2, tm_yday=213, tm_isdst=-1)",79,".@GOPChairwoman: ""This list is more interesting for the omissions than for the people that [@BarackObama] put on it… https://t.co/tUUVYmKD5c",Other,0.4576,0.143,0.857,0.0
379,Fox,Wed Aug 01 17:24:59 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=24, tm_sec=59, tm_wday=2, tm_yday=213, tm_isdst=-1)",80,".@GOPChairwoman: ""We need [@POTUS] on the trail to help us win in these midterms."" #OutnumberedOT https://t.co/xG8YTgz2wT",Other,0.7579,0.317,0.683,0.0
380,Fox,Wed Aug 01 17:24:21 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=24, tm_sec=21, tm_wday=2, tm_yday=213, tm_isdst=-1)",81,".@GOPChairwoman: ""Complacency is the enemy of the party that takes the @WhiteHouse... Complacency is what we're mos… https://t.co/fU0wxwuQId",Other,-0.2023,0.122,0.721,0.158
381,Fox,Wed Aug 01 17:15:16 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=15, tm_sec=16, tm_wday=2, tm_yday=213, tm_isdst=-1)",82,".@SenatorRisch: ""People need to be very, very careful about what they believe when they're on the Internet.""… https://t.co/Oo612QJjym",Other,0.2895,0.113,0.887,0.0
382,Fox,Wed Aug 01 17:13:32 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=13, tm_sec=32, tm_wday=2, tm_yday=213, tm_isdst=-1)",83,A fire crew from San Luis Obispo County keeps an eye on an advancing wildfire from the perimeter of a residence Tue… https://t.co/z2KTzOvVjY,Other,-0.34,0.0,0.893,0.107
383,Fox,Wed Aug 01 17:08:17 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=8, tm_sec=17, tm_wday=2, tm_yday=213, tm_isdst=-1)",84,A crowd of early-risers gather near the summit of Cadillac Mountain in Acadia National Park to be among the first i… https://t.co/YF4Tycn384,Other,0.0,0.0,1.0,0.0
384,Fox,Wed Aug 01 16:57:04 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=57, tm_sec=4, tm_wday=2, tm_yday=213, tm_isdst=-1)",85,"NEWS ALERT: Awaiting @WhiteHouse press briefing - For full live coverage, tune in to Fox News Channel! https://t.co/ZsutH2TlSS",Other,0.4981,0.168,0.832,0.0
385,Fox,Wed Aug 01 16:48:37 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=48, tm_sec=37, tm_wday=2, tm_yday=213, tm_isdst=-1)",86,".@newtgingrich: 'Good Chance' Manafort Wins at Trial, Making Mueller 'Look Like a Fool'
https://t.co/cuknpy32AY",Other,0.802,0.505,0.364,0.132
386,Fox,Wed Aug 01 16:41:08 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=41, tm_sec=8, tm_wday=2, tm_yday=213, tm_isdst=-1)",87,Trump urges Attorney General Sessions to end Russia probe https://t.co/s7RZvoad0O,Other,0.0,0.0,1.0,0.0
387,Fox,Wed Aug 01 16:31:52 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=31, tm_sec=52, tm_wday=2, tm_yday=213, tm_isdst=-1)",88,".@SenSchumer: ""The fly in the ointment here, of course, is @POTUS."" https://t.co/GzSiNiGfv6",Other,0.0,0.0,1.0,0.0
388,Fox,Wed Aug 01 16:26:47 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=26, tm_sec=47, tm_wday=2, tm_yday=213, tm_isdst=-1)",89,".@HARRISFAULKNER: ""@TheDemocrats right now are struggling to figure out who their base is."" #Outnumbered https://t.co/C2SOPrzmeL",Other,-0.4215,0.0,0.833,0.167
389,Fox,Wed Aug 01 16:25:22 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=25, tm_sec=22, tm_wday=2, tm_yday=213, tm_isdst=-1)",90,Missing college student Mollie Tibbetts' boyfriend tells Fox News Channel of residents in the small Iowa town: 'You… https://t.co/yhE1cHS8CZ,Other,-0.296,0.0,0.891,0.109
390,Fox,Wed Aug 01 16:24:20 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=24, tm_sec=20, tm_wday=2, tm_yday=213, tm_isdst=-1)",91,".@DavidAsmanfox: ""We just had a wage figure increase of 2.8%. We haven't had an increase like that in 10 years.""… https://t.co/qmxGGGg9TV",Other,0.7269,0.295,0.705,0.0
391,Fox,Wed Aug 01 16:23:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=23, tm_sec=6, tm_wday=2, tm_yday=213, tm_isdst=-1)",92,"Mollie Tibbetts' dad urges any witness to 'come forward,' says 'somebody knows something' - via @CristinaCorbin… https://t.co/buLFTOMItn",Disaster/War,0.0,0.0,1.0,0.0
392,Fox,Wed Aug 01 16:04:22 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=4, tm_sec=22, tm_wday=2, tm_yday=213, tm_isdst=-1)",93,"Mollie Tibbetts' dad urges any witness to 'come forward,' says 'somebody knows something' https://t.co/FdHdLIFAvT",Disaster/War,0.0,0.0,1.0,0.0
393,Fox,Wed Aug 01 15:56:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=56, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",94,"On @AmericaNewsroom, @newtgingrich slammed liberals for not acknowledging President @realDonaldTrump's economic acc… https://t.co/mrkzyu0vQd",Other,0.0,0.0,1.0,0.0
394,Fox,Wed Aug 01 15:49:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=49, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",95,"On @AmericaNewsroom​, @SteveHiltonx pushed back on those accusing President Donald J. Trump​ of starting a trade wa… https://t.co/R5u9CwnilQ",Other,-0.1779,0.0,0.904,0.096
395,Fox,Wed Aug 01 15:43:47 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=43, tm_sec=47, tm_wday=2, tm_yday=213, tm_isdst=-1)",96,".@CoryGardner: ""We have to continue this doctrine of maximum pressure."" https://t.co/rRXTed1c97",Other,0.0,0.0,1.0,0.0
396,Fox,Wed Aug 01 15:35:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=35, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",97,".@newtgingrich: ""84% of the American people believe sanctuary cities increase crime. 84%. Now, every Democrat in th… https://t.co/NmPOp2vJp4",Other,-0.296,0.106,0.734,0.161
397,Fox,Wed Aug 01 15:32:35 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=32, tm_sec=35, tm_wday=2, tm_yday=213, tm_isdst=-1)",98,Deadly Northern California fire 35% contained; @Jeff_Journalist reports. https://t.co/scZo32yCnL,Disaster/War,-0.34,0.0,0.769,0.231
398,Fox,Wed Aug 01 15:20:51 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=20, tm_sec=51, tm_wday=2, tm_yday=213, tm_isdst=-1)",99,Maxine Waters hit with FEC complaint over mailer money https://t.co/UDSNhxqgcM,Other,-0.296,0.0,0.804,0.196
399,Fox,Wed Aug 01 15:18:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=18, tm_sec=0, tm_wday=2, tm_yday=213, tm_isdst=-1)",100,".@HeyTammyBruce: Liberals still hysterical over Hillary Clinton's loss get their own 'disease' 
https://t.co/phlm9nxLI9",Other,-0.34,0.0,0.764,0.236
400,New York Times,Thu Aug 02 01:47:02 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=47, tm_sec=2, tm_wday=3, tm_yday=214, tm_isdst=-1)",1,A Pennsylvania bishop has ordered the names of all of his predecessors since the 1940s to be stripped from church b… https://t.co/tE99DpioKv,Other,0.0,0.0,1.0,0.0
401,New York Times,Thu Aug 02 01:46:46 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=46, tm_sec=46, tm_wday=3, tm_yday=214, tm_isdst=-1)",2,RT @kevinroose: Update: I definitely broke the alerts https://t.co/fyZpx6cUXP,Other,-0.0258,0.235,0.522,0.243
402,New York Times,Thu Aug 02 01:32:04 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=32, tm_sec=4, tm_wday=3, tm_yday=214, tm_isdst=-1)",3,An Illinois state representative resigned hours after a report that his ex-girlfriend accused him of using nude pho… https://t.co/zC0GefPZuj,Other,-0.4939,0.0,0.792,0.208
403,New York Times,Thu Aug 02 01:17:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=17, tm_sec=3, tm_wday=3, tm_yday=214, tm_isdst=-1)",4,"RT @jdelreal: I joined the Redding Fire Dept as they visited the place their colleague, Jeremy Stoke, was killed by the Carr Fire. As they…",Disaster/War,-0.8519,0.0,0.693,0.307
404,New York Times,Thu Aug 02 01:02:02 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=2, tm_sec=2, tm_wday=3, tm_yday=214, tm_isdst=-1)",5,Evening Briefing: Here's what you need to know at the end of the day https://t.co/pGnyegNxFm,Other,0.0,0.0,1.0,0.0
405,New York Times,Thu Aug 02 00:47:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=0, tm_min=47, tm_sec=5, tm_wday=3, tm_yday=214, tm_isdst=-1)",6,From @nytimestravel: A guide to 10 cities where you can have an upscale trip without paying top dollar https://t.co/2HFxU7e85E,Other,-0.1511,0.0,0.914,0.086
406,New York Times,Thu Aug 02 00:32:02 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=0, tm_min=32, tm_sec=2, tm_wday=3, tm_yday=214, tm_isdst=-1)",7,"The best TV shows and movies new to Netflix, Amazon and more in August https://t.co/DxRIesXB0P",Other,0.7096,0.312,0.688,0.0
407,New York Times,Thu Aug 02 00:17:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=0, tm_min=17, tm_sec=3, tm_wday=3, tm_yday=214, tm_isdst=-1)",8,"RT @NYTStyles: ""In its current form, wellness isn’t filling in the gaps left by medicine. It’s exploiting them."" — @DrJenGunter https://t.c…",Other,0.0,0.122,0.756,0.122
408,New York Times,Thu Aug 02 00:02:02 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=0, tm_min=2, tm_sec=2, tm_wday=3, tm_yday=214, tm_isdst=-1)",9,"Tesla said that it was still on pace to turn a profit later this year, after a quarter in which it continued to bur… https://t.co/XA1Y8nnGjm",Other,0.4404,0.116,0.884,0.0
409,New York Times,Wed Aug 01 23:47:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=47, tm_sec=3, tm_wday=2, tm_yday=213, tm_isdst=-1)",10,Democratic congressional candidates around the U.S. are putting a health care message at the center of their campai… https://t.co/6frr9DPzui,Other,0.4939,0.158,0.842,0.0
410,New York Times,Wed Aug 01 23:32:04 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=32, tm_sec=4, tm_wday=2, tm_yday=213, tm_isdst=-1)",11,"“God, come to our aid”: Survivors of the Aeromexico flight that crashed tell their stories https://t.co/nks8AwsKxe",Disaster/War,0.0,0.0,1.0,0.0
411,New York Times,Wed Aug 01 23:17:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=17, tm_sec=3, tm_wday=2, tm_yday=213, tm_isdst=-1)",12,"RT @jakesilverstein: This weekend’s @NYTmag is devoted to one story, by @NathanielRich, about a crucial decade in the history of climate ch…",Politics,0.4019,0.119,0.881,0.0
412,New York Times,Wed Aug 01 23:02:08 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=23, tm_min=2, tm_sec=8, tm_wday=2, tm_yday=213, tm_isdst=-1)",13,Ohio State announced that Urban Meyer was being put on paid administrative leave while the university investigates… https://t.co/BYv8qfSin8,Other,-0.0516,0.0,0.934,0.066
413,New York Times,Wed Aug 01 22:50:48 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=50, tm_sec=48, tm_wday=2, tm_yday=213, tm_isdst=-1)",14,"RT @NYTSports: Urban Meyer claimed to not know about the accusations, but a report suggests his wife did https://t.co/SkFNLBDl0x",Sports,-0.1655,0.0,0.912,0.088
414,New York Times,Wed Aug 01 22:47:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=47, tm_sec=6, tm_wday=2, tm_yday=213, tm_isdst=-1)",15,Evening Briefing: Here's what you need to know at the end of the day https://t.co/RSWRTKBwGD,Other,0.0,0.0,1.0,0.0
415,New York Times,Wed Aug 01 22:32:11 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=32, tm_sec=11, tm_wday=2, tm_yday=213, tm_isdst=-1)",16,"Roughly three-dozen firefighters were searching for any remnants of their fallen colleague, Jeremy Stoke — a badge,… https://t.co/927x2dd3kh",Other,-0.3612,0.0,0.857,0.143
416,New York Times,Wed Aug 01 22:17:16 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=17, tm_sec=16, tm_wday=2, tm_yday=213, tm_isdst=-1)",17,"RT @nytgraphics: The financial fraud trial of Paul Manafort, Donald J. Trump’s former campaign manager, opened on Tuesday. Here’s how he is…",Other,-0.5859,0.0,0.847,0.153
417,New York Times,Wed Aug 01 22:02:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=22, tm_min=2, tm_sec=6, tm_wday=2, tm_yday=213, tm_isdst=-1)",18,"The Fields Medal, bestowed every four years to mathematicians 40 years or younger, is often described as the subjec… https://t.co/FM38RI537y",Other,0.4767,0.14,0.86,0.0
418,New York Times,Wed Aug 01 21:47:07 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=47, tm_sec=7, tm_wday=2, tm_yday=213, tm_isdst=-1)",19,You’re not the only one avoiding the subway in NYC. Ridership has dropped for the second year in a row as New Yorke… https://t.co/k2AW2zpDES,Other,-0.34,0.0,0.902,0.098
419,New York Times,Wed Aug 01 21:32:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=32, tm_sec=6, tm_wday=2, tm_yday=213, tm_isdst=-1)",20,"1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimme… https://t.co/4kugwcH73z",Other,0.0,0.0,1.0,0.0
420,New York Times,Wed Aug 01 21:17:19 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=17, tm_sec=19, tm_wday=2, tm_yday=213, tm_isdst=-1)",21,"RT @rachelswarns: In mid-July, a group of Muslim children attending an Arabic literacy   program decided to swim at their local pool in Del…",Disaster/War,0.0,0.0,1.0,0.0
421,New York Times,Wed Aug 01 21:01:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=21, tm_min=1, tm_sec=5, tm_wday=2, tm_yday=213, tm_isdst=-1)",22,"President Trump may raise tariffs on fish, handbags and other goods from China to 25%, not 10% as planned https://t.co/5XCtI5zXpz",Other,0.0,0.0,1.0,0.0
422,New York Times,Wed Aug 01 20:45:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=45, tm_sec=5, tm_wday=2, tm_yday=213, tm_isdst=-1)",23,"As much as they may loath President Trump, members of the Green Party say several issues — including corporate dona… https://t.co/diKy468Zbf",Other,0.4019,0.124,0.876,0.0
423,New York Times,Wed Aug 01 20:30:10 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=30, tm_sec=10, tm_wday=2, tm_yday=213, tm_isdst=-1)",24,The 5 largest quarterly stock buybacks on record now all belong to Apple https://t.co/NzFICM2WOJ,Other,0.0,0.0,1.0,0.0
424,New York Times,Wed Aug 01 20:15:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=15, tm_sec=5, tm_wday=2, tm_yday=213, tm_isdst=-1)",25,Condé Nast lost $120 million last year. Now the company plans to put 3 magazines up for sale. https://t.co/hId96CmLmG,Other,-0.3182,0.0,0.881,0.119
425,New York Times,Wed Aug 01 20:00:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=0, tm_sec=6, tm_wday=2, tm_yday=213, tm_isdst=-1)",26,Google withdrew from China 8 years ago to protest the country's censorship and online hacking. Now the company is b… https://t.co/vsNVoflKbA,Other,-0.25,0.0,0.905,0.095
426,New York Times,Wed Aug 01 19:45:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=45, tm_sec=5, tm_wday=2, tm_yday=213, tm_isdst=-1)",27,"Why is the U.S. Embassy in London auctioning 1,200 rolls of toilet paper? We asked. They explained. https://t.co/SLGH5xEApJ",Other,0.0,0.0,1.0,0.0
427,New York Times,Wed Aug 01 19:30:10 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=30, tm_sec=10, tm_wday=2, tm_yday=213, tm_isdst=-1)",28,"The Freemason groups of England and Wales addressed the status of transgender people for the first time, saying men… https://t.co/C7HZktVBgN",Other,0.0,0.0,1.0,0.0
428,New York Times,Wed Aug 01 19:15:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=15, tm_sec=5, tm_wday=2, tm_yday=213, tm_isdst=-1)",29,"What is QAnon? Well, do you remember Pizzagate? It's a little like that: a web of baseless conspiracy theories. https://t.co/vbTGVDJudb",Other,-0.1162,0.202,0.65,0.147
429,New York Times,Wed Aug 01 19:00:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=0, tm_sec=9, tm_wday=2, tm_yday=213, tm_isdst=-1)",30,"Thieves stole three royal treasures from a cathedral in Sweden, smashing open a display case and escaping on a spee… https://t.co/itFyagQtbO",Other,-0.0772,0.179,0.673,0.148
430,New York Times,Wed Aug 01 18:45:08 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=45, tm_sec=8, tm_wday=2, tm_yday=213, tm_isdst=-1)",31,Barack Obama just endorsed 81 Democrats running in the 2018 elections. Many were longtime Obama loyalists. Most of… https://t.co/gmJuUYvO17,Politics,0.4767,0.194,0.806,0.0
431,New York Times,Wed Aug 01 18:30:16 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=30, tm_sec=16, tm_wday=2, tm_yday=213, tm_isdst=-1)",32,The CEO of the world's largest steel maker says Trump's tariffs have led to his company's best performance since 20… https://t.co/lHXEFeNQFn,Other,0.6369,0.174,0.826,0.0
432,New York Times,Wed Aug 01 18:15:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=15, tm_sec=9, tm_wday=2, tm_yday=213, tm_isdst=-1)",33,"When the Trump administration announced a citizenship question would appear on the 2020 census, it was met with con… https://t.co/OnpKPNHT5H",Other,0.0,0.0,1.0,0.0
433,New York Times,Wed Aug 01 18:00:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=0, tm_sec=9, tm_wday=2, tm_yday=213, tm_isdst=-1)",34,Those green swirling masses you see on the beach? They're not algae. They're green worms. https://t.co/9Y1RvzF8Mr,Other,0.0,0.0,1.0,0.0
434,New York Times,Wed Aug 01 17:57:16 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=57, tm_sec=16, tm_wday=2, tm_yday=213, tm_isdst=-1)",35,"So, dogs or cats? Who owns the internet? Let us know in the comments: https://t.co/V1J3aSNPgv",Other,0.0,0.0,1.0,0.0
435,New York Times,Wed Aug 01 17:54:34 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=54, tm_sec=34, tm_wday=2, tm_yday=213, tm_isdst=-1)",36,Dogs can be dressed up and made to perform for their audiences in a way that cats just won’t. Maybe it’s not a surp… https://t.co/yIk9zPpcfO,Other,0.0,0.0,1.0,0.0
436,New York Times,Wed Aug 01 17:51:02 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=51, tm_sec=2, tm_wday=2, tm_yday=213, tm_isdst=-1)",37,But lately? We’re seeing more and more dogs on the internet. And this tells us something about how the internet its… https://t.co/OOUSVH5doy,Other,0.0,0.0,1.0,0.0
437,New York Times,Wed Aug 01 17:48:14 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=48, tm_sec=14, tm_wday=2, tm_yday=213, tm_isdst=-1)",38,They represent chaos without consequence. Cats represent the internet as an apolitical playground where crazy stuff… https://t.co/EP99xEwolm,Politics,-0.7269,0.0,0.711,0.289
438,New York Times,Wed Aug 01 17:22:21 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=22, tm_sec=21, tm_wday=2, tm_yday=213, tm_isdst=-1)",39,Cat videos are so popular on the internet that they’ve become universal shorthand for the internet itself. Or at le… https://t.co/earLad6qf8,Other,0.5598,0.153,0.847,0.0
439,New York Times,Wed Aug 01 17:15:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=15, tm_sec=6, tm_wday=2, tm_yday=213, tm_isdst=-1)",40,Alaska Airlines apologized this week after a flight attendant asked a gay man to give up his seat next to his partn… https://t.co/1bUQ9QEcCW,Other,0.3182,0.103,0.897,0.0
440,New York Times,Wed Aug 01 17:04:32 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=4, tm_sec=32, tm_wday=2, tm_yday=213, tm_isdst=-1)",41,A company in Britain is using edgy funeral ads to open a conversation about death. But some say the campaign goes t… https://t.co/pTr7ovWQrS,Other,-0.7506,0.0,0.748,0.252
441,New York Times,Wed Aug 01 16:45:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=45, tm_sec=9, tm_wday=2, tm_yday=213, tm_isdst=-1)",42,"RT @liamstack: Even with Trump in the White House, many in the Green Party squint to see the difference between Democrats and Republicans.…",Other,0.4019,0.109,0.891,0.0
442,New York Times,Wed Aug 01 16:30:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=30, tm_sec=6, tm_wday=2, tm_yday=213, tm_isdst=-1)",43,Candidates in this year’s midterm elections have a new tool in their campaign arsenal: mass-texts sent directly to… https://t.co/Y7kmXGhrJB,Politics,0.0,0.0,1.0,0.0
443,New York Times,Wed Aug 01 16:15:08 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=15, tm_sec=8, tm_wday=2, tm_yday=213, tm_isdst=-1)",44,A reporter was surprised to learn that her New York Times article was censored in Qatar. Here's what happened. https://t.co/2v7fw2bxuT,Other,0.0772,0.093,0.829,0.078
444,New York Times,Wed Aug 01 16:00:07 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=16, tm_min=0, tm_sec=7, tm_wday=2, tm_yday=213, tm_isdst=-1)",45,"Accusations of harassment, bullying and editorial interference are roiling Billboard, just as the the whole industr… https://t.co/xqpmwYM5h1",Other,-0.8658,0.0,0.591,0.409
445,New York Times,Wed Aug 01 15:45:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=45, tm_sec=9, tm_wday=2, tm_yday=213, tm_isdst=-1)",46,"Cody Wilson has been called one of the world's ""most dangerous people."" For more than 5 years, he has pushed to pub… https://t.co/yrvNbmOx5T",Other,-0.5256,0.0,0.861,0.139
446,New York Times,Wed Aug 01 15:30:08 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=30, tm_sec=8, tm_wday=2, tm_yday=213, tm_isdst=-1)",47,"RT @NYTmag: Thirty years ago, we almost saved the planet. This is the story of how we failed. https://t.co/EglEQFwHPu https://t.co/WBtopm5p…",Other,-0.2006,0.105,0.756,0.139
447,New York Times,Wed Aug 01 15:15:11 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=15, tm_sec=11, tm_wday=2, tm_yday=213, tm_isdst=-1)",48,If this hearty quinoa and white bean soup recipe proves anything it is: Soup doesn't have to be loaded with meat to… https://t.co/hULMJ2xXmQ,Other,0.0,0.0,1.0,0.0
448,New York Times,Wed Aug 01 15:00:07 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=0, tm_sec=7, tm_wday=2, tm_yday=213, tm_isdst=-1)",49,A new app lets you pay celebrities to... just say stuff https://t.co/Ayq0prHiPt,Other,-0.1027,0.0,0.877,0.123
